score_cut,breadth_cut,spread_cut,hold_min,tp_bp,sl_bp,pre_trades,commission_bp,W0_net,W1_net,W2_net,W3_net,W4_net,positive_windows,usable_windows,pre_net,pre_mean,robust_day_10bp,robust_ticker_10bp
1.3,0.65,2.0,120.0,20.0,50.0,320,0,131.24792772851208,79.2907177360944,-304.74689341557655,45.24804964078862,139.69169364528102,4,5,90.73149533509968,0.2835359229221865,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,2,9.247927728512082,-54.70928226390561,-476.74689341557655,-36.75195035921138,9.69169364528102,2,5,-549.2685046649003,-1.7164640770778135,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,4,-112.75207227148792,-188.7092822639056,-648.7468934155766,-118.75195035921138,-120.30830635471898,0,5,-1189.2685046649003,-3.7164640770778137,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,6,-234.75207227148792,-322.7092822639056,-820.7468934155766,-200.75195035921138,-250.30830635471898,0,5,-1829.2685046649003,-5.716464077077814,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,8,-356.7520722714879,-456.7092822639056,-992.7468934155766,-282.7519503592114,-380.308306354719,0,5,-2469.2685046649003,-7.716464077077814,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,10,-478.7520722714879,-590.7092822639056,-1164.7468934155766,-364.7519503592114,-510.308306354719,0,5,-3109.2685046649003,-9.716464077077813,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,20.0,50.0,320,12,-600.7520722714879,-724.7092822639056,-1336.7468934155766,-446.7519503592114,-640.308306354719,0,5,-3749.2685046649003,-11.716464077077813,-3324.1131717896005,-3242.7445671563646
1.3,0.65,2.0,120.0,30.0,15.0,338,0,-455.36552968494016,29.97966178352374,224.9504313290671,-54.03405568981168,89.56151040024372,3,5,-164.90798186191705,-0.48789343746129304,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,2,-587.3655296849402,-106.02033821647626,40.9504313290671,-136.03405568981168,-52.43848959975628,1,5,-840.907981861917,-2.487893437461293,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,4,-719.3655296849402,-242.02033821647626,-143.0495686709329,-218.03405568981168,-194.43848959975628,0,5,-1516.907981861917,-4.487893437461293,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,6,-851.3655296849402,-378.02033821647626,-327.0495686709329,-300.0340556898117,-336.4384895997563,0,5,-2192.907981861917,-6.487893437461293,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,8,-983.3655296849402,-514.0203382164763,-511.0495686709329,-382.0340556898117,-478.4384895997563,0,5,-2868.907981861917,-8.487893437461294,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,10,-1115.3655296849402,-650.0203382164763,-695.0495686709329,-464.0340556898117,-620.4384895997563,0,5,-3544.907981861917,-10.487893437461294,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,15.0,338,12,-1247.3655296849402,-786.0203382164763,-879.0495686709329,-546.0340556898117,-762.4384895997563,0,5,-4220.9079818619175,-12.487893437461294,-3652.452322516952,-3603.302119162778
1.3,0.65,2.0,120.0,30.0,25.0,326,0,-313.55454773183817,141.78117785138465,-463.3657714037529,181.97982542298035,77.6505764417251,3,5,-375.5087394195011,-1.1518672988328256,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,2,-439.55454773183817,9.781177851384655,-639.3657714037529,99.97982542298035,-58.34942355827491,2,5,-1027.5087394195011,-3.1518672988328253,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,4,-565.5545477318382,-122.21882214861535,-815.3657714037529,17.979825422980355,-194.3494235582749,1,5,-1679.5087394195011,-5.151867298832825,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,6,-691.5545477318382,-254.21882214861535,-991.3657714037529,-64.02017457701965,-330.3494235582749,0,5,-2331.508739419501,-7.151867298832825,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,8,-817.5545477318382,-386.21882214861535,-1167.365771403753,-146.02017457701965,-466.3494235582749,0,5,-2983.508739419501,-9.151867298832826,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,10,-943.5545477318382,-518.2188221486153,-1343.365771403753,-228.02017457701965,-602.3494235582749,0,5,-3635.508739419501,-11.151867298832826,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,25.0,326,12,-1069.5545477318383,-650.2188221486153,-1519.365771403753,-310.02017457701965,-738.3494235582749,0,5,-4287.508739419502,-13.151867298832826,-3743.053080074536,-3666.760108804749
1.3,0.65,2.0,120.0,30.0,35.0,321,0,-538.3861785183308,276.3229559606756,-514.017456915024,278.6191989465768,138.5042961035782,3,5,-358.95718442252473,-1.1182466804440023,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,2,-660.3861785183308,144.32295596067559,-690.017456915024,196.61919894657677,8.504296103578213,3,5,-1000.9571844225247,-3.118246680444002,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,4,-782.3861785183308,12.322955960675586,-866.017456915024,114.61919894657677,-121.49570389642179,2,5,-1642.9571844225247,-5.1182466804440025,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,6,-904.3861785183308,-119.67704403932441,-1042.017456915024,32.61919894657677,-251.4957038964218,1,5,-2284.9571844225247,-7.1182466804440025,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,8,-1026.3861785183308,-251.67704403932441,-1218.017456915024,-49.38080105342323,-381.4957038964218,0,5,-2926.9571844225247,-9.118246680444003,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,10,-1148.3861785183308,-383.6770440393244,-1394.017456915024,-131.38080105342323,-511.4957038964218,0,5,-3568.9571844225247,-11.118246680444003,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,35.0,321,12,-1270.3861785183308,-515.6770440393244,-1570.017456915024,-213.38080105342323,-641.4957038964218,0,5,-4210.957184422525,-13.118246680444003,-3686.802812907234,-3641.7160085726473
1.3,0.65,2.0,120.0,30.0,50.0,316,0,-254.31805355158644,73.96955433119126,-475.43543728404916,230.64287078138085,447.24184866167457,3,5,22.10078293861079,0.0699391865145911,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,2,-370.31805355158644,-58.03044566880874,-647.4354372840492,148.64287078138085,317.24184866167457,2,5,-609.8992170613892,-1.930060813485409,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,4,-486.31805355158644,-190.03044566880874,-819.4354372840492,66.64287078138085,187.2418486616746,2,5,-1241.8992170613892,-3.930060813485409,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,6,-602.3180535515864,-322.03044566880874,-991.4354372840492,-15.35712921861915,57.241848661674595,1,5,-1873.8992170613892,-5.930060813485409,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,8,-718.3180535515864,-454.03044566880874,-1163.4354372840492,-97.35712921861915,-72.7581513383254,0,5,-2505.899217061389,-7.930060813485409,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,10,-834.3180535515864,-586.0304456688087,-1335.4354372840492,-179.35712921861915,-202.7581513383254,0,5,-3137.899217061389,-9.930060813485408,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,30.0,50.0,316,12,-950.3180535515864,-718.0304456688087,-1507.4354372840492,-261.35712921861915,-332.75815133832543,0,5,-3769.899217061389,-11.930060813485408,-3333.536742876034,-3419.074392461256
1.3,0.65,2.0,120.0,40.0,15.0,336,0,-291.5012587975282,-60.2040309130316,13.654662243291568,106.41196744752943,162.6815131040879,3,5,-68.95714691565081,-0.20522960391562742,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,2,-421.5012587975282,-194.2040309130316,-170.34533775670843,24.411967447529435,20.681513104087912,2,5,-740.9571469156508,-2.2052296039156274,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,4,-551.5012587975282,-328.2040309130316,-354.34533775670843,-57.588032552470565,-121.31848689591209,0,5,-1412.9571469156508,-4.205229603915628,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,6,-681.5012587975282,-462.2040309130316,-538.3453377567084,-139.58803255247057,-263.3184868959121,0,5,-2084.957146915651,-6.205229603915628,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,8,-811.5012587975282,-596.2040309130316,-722.3453377567084,-221.58803255247057,-405.3184868959121,0,5,-2756.957146915651,-8.205229603915628,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,10,-941.5012587975282,-730.2040309130316,-906.3453377567084,-303.58803255247057,-547.3184868959121,0,5,-3428.957146915651,-10.205229603915628,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,15.0,336,12,-1071.5012587975282,-864.2040309130316,-1090.3453377567084,-385.58803255247057,-689.3184868959121,0,5,-4100.957146915651,-12.205229603915628,-3572.48249404452,-3576.295715351498
1.3,0.65,2.0,120.0,40.0,25.0,323,0,-162.46087558332943,6.34780611185306,-683.5778624891925,281.20891866570935,249.16098594515358,3,5,-309.3210273498062,-0.9576502394730841,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,2,-286.4608755833294,-121.65219388814694,-859.5778624891925,199.20891866570935,113.16098594515358,2,5,-955.3210273498062,-2.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,4,-410.4608755833294,-249.65219388814694,-1035.5778624891925,117.20891866570935,-22.839014054846416,1,5,-1601.3210273498062,-4.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,6,-534.4608755833294,-377.65219388814694,-1211.5778624891925,35.20891866570935,-158.83901405484642,1,5,-2247.321027349806,-6.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,8,-658.4608755833294,-505.65219388814694,-1387.5778624891925,-46.79108133429065,-294.8390140548464,0,5,-2893.321027349806,-8.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,10,-782.4608755833294,-633.6521938881469,-1563.5778624891925,-128.79108133429065,-430.8390140548464,0,5,-3539.321027349806,-10.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,25.0,323,12,-906.4608755833294,-761.6521938881469,-1739.5778624891925,-210.79108133429065,-566.8390140548464,0,5,-4185.321027349806,-12.957650239473084,-3701.1320044861914,-3753.282111126026
1.3,0.65,2.0,120.0,40.0,35.0,318,0,-340.19899956423683,26.40448901413629,-773.0549593183064,348.7514092822089,379.0368214514633,3,5,-359.06123913473493,-1.1291233935054559,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,2,-460.19899956423683,-101.59551098586371,-949.0549593183064,266.7514092822089,249.0368214514633,2,5,-995.0612391347349,-3.1291233935054557,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,4,-580.1989995642368,-229.5955109858637,-1125.0549593183064,184.7514092822089,119.03682145146331,2,5,-1631.061239134735,-5.129123393505456,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,6,-700.1989995642368,-357.5955109858637,-1301.0549593183064,102.7514092822089,-10.963178548536689,1,5,-2267.061239134735,-7.129123393505456,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,8,-820.1989995642368,-485.5955109858637,-1477.0549593183064,20.75140928220889,-140.9631785485367,1,5,-2903.061239134735,-9.129123393505456,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,10,-940.1989995642368,-613.5955109858637,-1653.0549593183064,-61.24859071779111,-270.9631785485367,0,5,-3539.061239134735,-11.129123393505456,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,35.0,318,12,-1060.1989995642368,-741.5955109858637,-1829.0549593183064,-143.2485907177911,-400.9631785485367,0,5,-4175.061239134735,-13.129123393505456,-3682.586586263604,-3718.3417679578743
1.3,0.65,2.0,120.0,40.0,50.0,310,0,-203.15553291581796,-142.96980530288215,-669.1931960268992,351.3267194178827,781.8259194841446,2,5,117.83410465642783,0.38011001502073494,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,2,-317.15553291581796,-268.96980530288215,-837.1931960268992,269.3267194178827,651.8259194841446,2,5,-502.1658953435722,-1.6198899849792652,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,4,-431.15553291581796,-394.96980530288215,-1005.1931960268992,187.3267194178827,521.8259194841446,2,5,-1122.1658953435722,-3.619889984979265,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,6,-545.155532915818,-520.9698053028822,-1173.1931960268992,105.32671941788271,391.8259194841446,2,5,-1742.1658953435722,-5.619889984979265,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,8,-659.155532915818,-646.9698053028822,-1341.1931960268992,23.326719417882707,261.8259194841446,2,5,-2362.165895343572,-7.619889984979265,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,10,-773.155532915818,-772.9698053028822,-1509.1931960268992,-58.67328058211729,131.82591948414463,1,5,-2982.165895343572,-9.619889984979265,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,40.0,50.0,310,12,-887.155532915818,-898.9698053028822,-1677.1931960268992,-140.6732805821173,1.8259194841446345,1,5,-3602.165895343572,-11.619889984979265,-3207.9874671699918,-3196.5465663462346
1.3,0.65,2.0,120.0,60.0,15.0,330,0,-297.4515855376528,-109.15399684086685,-222.29086784644096,319.87766502629586,573.1172605353739,2,5,264.0984753367097,0.8002984101112416,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,2,-423.4515855376528,-241.15399684086685,-402.29086784644096,237.87766502629586,433.11726053537393,2,5,-395.9015246632903,-1.1997015898887584,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,4,-549.4515855376528,-373.15399684086685,-582.290867846441,155.87766502629586,293.11726053537393,2,5,-1055.9015246632903,-3.1997015898887584,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,6,-675.4515855376528,-505.15399684086685,-762.290867846441,73.87766502629586,153.11726053537393,2,5,-1715.9015246632903,-5.199701589888758,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,8,-801.4515855376528,-637.1539968408669,-942.290867846441,-8.122334973704142,13.117260535373916,1,5,-2375.9015246632903,-7.199701589888758,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,10,-927.4515855376528,-769.1539968408669,-1122.290867846441,-90.12233497370414,-126.88273946462608,0,5,-3035.9015246632903,-9.199701589888758,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,15.0,330,12,-1053.4515855376528,-901.1539968408669,-1302.290867846441,-172.12233497370414,-266.88273946462607,0,5,-3695.9015246632903,-11.199701589888758,-3266.7663961480825,-3384.947094942708
1.3,0.65,2.0,120.0,60.0,25.0,316,0,-43.6188575402748,-109.38154665648358,-930.362952969756,508.82133612309815,723.6291846815743,2,5,149.08716363815893,0.47179482163974346,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,2,-163.6188575402748,-233.38154665648358,-1102.362952969756,426.82133612309815,589.6291846815743,2,5,-482.9128363618411,-1.5282051783602566,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,4,-283.6188575402748,-357.3815466564836,-1274.362952969756,344.82133612309815,455.6291846815743,2,5,-1114.912836361841,-3.5282051783602566,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,6,-403.6188575402748,-481.3815466564836,-1446.362952969756,262.82133612309815,321.6291846815743,2,5,-1746.912836361841,-5.528205178360256,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,8,-523.6188575402748,-605.3815466564836,-1618.362952969756,180.82133612309815,187.62918468157432,2,5,-2378.912836361841,-7.528205178360256,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,10,-643.6188575402748,-729.3815466564836,-1790.362952969756,98.82133612309816,53.6291846815743,2,5,-3010.912836361841,-9.528205178360256,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,25.0,316,12,-763.6188575402748,-853.3815466564836,-1962.362952969756,16.821336123098163,-80.3708153184257,1,5,-3642.912836361841,-11.528205178360256,-3246.776014006818,-3418.1938085145903
1.3,0.65,2.0,120.0,60.0,35.0,312,0,-67.11314928036734,-119.88792122387099,-953.919624881954,587.4569864264706,840.6693963151804,2,5,287.2056873554584,0.9205310492162128,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,2,-185.11314928036734,-243.887921223871,-1125.919624881954,505.45698642647056,712.6693963151804,2,5,-336.7943126445416,-1.0794689507837871,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,4,-303.11314928036734,-367.887921223871,-1297.919624881954,423.45698642647056,584.6693963151804,2,5,-960.7943126445416,-3.079468950783787,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,6,-421.11314928036734,-491.887921223871,-1469.919624881954,341.45698642647056,456.66939631518045,2,5,-1584.7943126445416,-5.079468950783787,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,8,-539.1131492803673,-615.887921223871,-1641.919624881954,259.45698642647056,328.66939631518045,2,5,-2208.7943126445416,-7.079468950783787,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,10,-657.1131492803673,-739.887921223871,-1813.919624881954,177.45698642647056,200.66939631518045,2,5,-2832.7943126445416,-9.079468950783788,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,35.0,312,12,-775.1131492803673,-863.887921223871,-1985.919624881954,95.45698642647056,72.66939631518045,2,5,-3456.7943126445416,-11.079468950783788,-3069.1690350924146,-3187.692467560739
1.3,0.65,2.0,120.0,60.0,50.0,303,0,-26.698281917333702,-13.000395969229203,-1101.3951768096745,590.0322965621444,1288.6008052208417,2,5,737.5392470867491,2.43412292767904,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,2,-138.6982819173337,-135.0003959692292,-1263.3951768096745,508.0322965621444,1160.6008052208417,2,5,131.53924708674913,0.43412292767904004,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,4,-250.6982819173337,-257.0003959692292,-1425.3951768096745,426.0322965621444,1032.6008052208417,2,5,-474.4607529132509,-1.56587707232096,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,6,-362.6982819173337,-379.0003959692292,-1587.3951768096745,344.0322965621444,904.6008052208417,2,5,-1080.4607529132509,-3.56587707232096,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,8,-474.6982819173337,-501.0003959692292,-1749.3951768096745,262.0322965621444,776.6008052208417,2,5,-1686.4607529132509,-5.56587707232096,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,10,-586.6982819173337,-623.0003959692292,-1911.3951768096745,180.03229656214438,648.6008052208417,2,5,-2292.460752913251,-7.56587707232096,-2636.586574899043,-2641.248494921544
1.3,0.65,2.0,120.0,60.0,50.0,303,12,-698.6982819173337,-745.0003959692292,-2073.3951768096745,98.03229656214438,520.6008052208417,2,5,-2898.460752913251,-9.56587707232096,-2636.586574899043,-2641.248494921544
1.5,0.6,1.5,60.0,20.0,15.0,68,0,-59.64563949525285,-157.02683223844508,-4.729329110434634,43.71285597586238,-29.40096161763111,1,5,-207.08990648590134,-3.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,2,-83.64563949525285,-179.02683223844508,-54.729329110434634,31.712855975862382,-57.40096161763111,1,5,-343.08990648590134,-5.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,4,-107.64563949525285,-201.02683223844508,-104.72932911043463,19.712855975862382,-85.40096161763111,1,5,-479.08990648590134,-7.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,6,-131.64563949525285,-223.02683223844508,-154.72932911043463,7.712855975862382,-113.40096161763111,1,5,-615.0899064859013,-9.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,8,-155.64563949525285,-245.02683223844508,-204.72932911043463,-4.287144024137618,-141.4009616176311,0,5,-751.0899064859013,-11.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,10,-179.64563949525285,-267.0268322384451,-254.72932911043463,-16.287144024137618,-169.4009616176311,0,5,-887.0899064859013,-13.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,15.0,68,12,-203.64563949525285,-289.0268322384451,-304.7293291104346,-28.287144024137618,-197.4009616176311,0,5,-1023.0899064859013,-15.045439801263255,-919.7714891881031,-901.5745243839224
1.5,0.6,1.5,60.0,20.0,25.0,66,0,34.0991006993047,-91.9133483899991,-59.495410637757175,31.596248683525307,-109.2304931748836,2,5,-194.94390281980986,-2.9536954972698464,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,2,10.0991006993047,-113.9133483899991,-107.49541063775717,19.596248683525307,-135.2304931748836,2,5,-326.94390281980986,-4.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,4,-13.9008993006953,-135.9133483899991,-155.49541063775717,7.596248683525307,-161.2304931748836,1,5,-458.94390281980986,-6.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,6,-37.9008993006953,-157.9133483899991,-203.49541063775717,-4.403751316474693,-187.2304931748836,0,5,-590.9439028198099,-8.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,8,-61.9008993006953,-179.9133483899991,-251.49541063775717,-16.403751316474693,-213.2304931748836,0,5,-722.9439028198099,-10.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,10,-85.9008993006953,-201.9133483899991,-299.4954106377572,-28.403751316474693,-239.2304931748836,0,5,-854.9439028198099,-12.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,25.0,66,12,-109.9008993006953,-223.9133483899991,-347.4954106377572,-40.4037513164747,-265.2304931748836,0,5,-986.9439028198099,-14.953695497269846,-892.6804800672932,-864.2220699243572
1.5,0.6,1.5,60.0,20.0,35.0,66,0,-19.875032188247673,-55.37752809711321,48.85401910257295,-11.455446893955212,-190.92175527777016,1,5,-228.77574335451322,-3.466299141735049,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,2,-43.87503218824767,-77.37752809711321,0.8540191025729484,-23.455446893955212,-216.92175527777016,1,5,-360.7757433545132,-5.466299141735049,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,4,-67.87503218824767,-99.37752809711321,-47.14598089742705,-35.45544689395521,-242.92175527777016,0,5,-492.7757433545132,-7.466299141735049,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,6,-91.87503218824767,-121.37752809711321,-95.14598089742705,-47.45544689395521,-268.92175527777016,0,5,-624.7757433545132,-9.46629914173505,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,8,-115.87503218824767,-143.3775280971132,-143.14598089742705,-59.45544689395521,-294.92175527777016,0,5,-756.7757433545132,-11.46629914173505,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,10,-139.87503218824767,-165.3775280971132,-191.14598089742705,-71.45544689395521,-320.92175527777016,0,5,-888.7757433545132,-13.46629914173505,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,35.0,66,12,-163.87503218824767,-187.3775280971132,-239.14598089742705,-83.45544689395521,-346.92175527777016,0,5,-1020.7757433545132,-15.46629914173505,-928.41814793871,-906.8814047851412
1.5,0.6,1.5,60.0,20.0,50.0,66,0,-78.34027293504917,-18.940937841643006,100.78022788100395,-13.511982190201437,-143.55886724055898,1,5,-153.57183232644877,-2.326845944340133,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,2,-102.34027293504917,-40.940937841643006,52.78022788100395,-25.511982190201437,-169.55886724055898,1,5,-285.57183232644877,-4.326845944340133,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,4,-126.34027293504917,-62.940937841643006,4.7802278810039525,-37.51198219020144,-195.55886724055898,1,5,-417.57183232644877,-6.326845944340133,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,6,-150.34027293504917,-84.940937841643,-43.21977211899605,-49.51198219020144,-221.55886724055898,0,5,-549.5718323264488,-8.326845944340134,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,8,-174.34027293504917,-106.940937841643,-91.21977211899605,-61.51198219020144,-247.55886724055898,0,5,-681.5718323264488,-10.326845944340134,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,10,-198.34027293504917,-128.940937841643,-139.21977211899605,-73.51198219020144,-273.558867240559,0,5,-813.5718323264488,-12.326845944340134,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,20.0,50.0,66,12,-222.34027293504917,-150.940937841643,-187.21977211899605,-85.51198219020144,-299.558867240559,0,5,-945.5718323264488,-14.326845944340134,-853.2142369106455,-883.8607479180156
1.5,0.6,1.5,60.0,30.0,15.0,67,0,-101.86868804510837,-182.6814768616655,-12.742702084719838,63.63208899152792,-18.717371967197096,1,5,-252.3781499671628,-3.7668380592113855,-995.0579239958668,-966.665009815439
1.5,0.6,1.5,60.0,30.0,15.0,67,2,-123.86868804510837,-204.6814768616655,-62.74270208471984,51.63208899152792,-46.717371967197096,1,5,-386.3781499671628,-5.766838059211385,-995.0579239958668,-966.665009815439
1.5,0.6,1.5,60.0,30.0,15.0,67,4,-145.86868804510837,-226.6814768616655,-112.74270208471984,39.63208899152792,-74.7173719671971,1,5,-520.3781499671628,-7.766838059211385,-995.0579239958668,-966.665009815439
1.5,0.6,1.5,60.0,30.0,15.0,67,6,-167.86868804510837,-248.6814768616655,-162.74270208471984,27.632088991527922,-102.7173719671971,1,5,-654.3781499671628,-9.766838059211386,-995.0579239958668,-966.665009815439
